title,address,advertiser,link,terrace,m2,rooms,price
"Family apartment + parking - full FURNISHED, ALL INKL","1190 Wien, 19. Bezirk, Döbling, Sieveringerstrasse 110",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/family-apartment-parking-full-furnished-all-inkl-1866942083/,,85.0,3.0,2250.0
"5. OG!!! Top moderne, neuwertige Mietwohnung mit 9,5m² SÜD-Balkon in U4-Nähe","1050 Wien, 05. Bezirk, Margareten",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/5-og-top-moderne-neuwertige-mietwohnung-mit-9-5m-sued-balkon-in-u4-naehe-1725129759/,"Balkon, Loggia",75.0,3.0,1795.0
möblierte Palaiswohnung beim Parlament - 3 Schlafzimmer - befristet,"1010 Wien, 01. Bezirk, Innere Stadt, Parlament, Rathauspark, Ringstraße",homefinding.at  Mag Janauer & Göllner GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/moeblierte-palaiswohnung-beim-parlament-3-schlafzimmer-befristet-2027311751/,,156.0,4.0,5200.0
Topzustand/Wohnen bei der Lobau: Zweizimmerwohnung mit Balkon,"1220 Wien, 22. Bezirk, Donaustadt, Ulanenweg",Balogh Immobilien Gmbh,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/topzustand-wohnen-bei-der-lobau-zweizimmerwohnung-mit-balkon-1353479193/,Balkon,49.0,2.0,871.0
1060 Wien - zwei Zimmer Wohnung mit Balkon,"1060 Wien, 06. Bezirk, Mariahilf, Esterhazygasse",EKO Immobilien Verwaltungs- und Vermittlungs GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/1060-wien-zwei-zimmer-wohnung-mit-balkon-1847300927/,,93.0,,1379.0
ruhige MIETWOHNUNG Schloss Neugebäude barrierefrei UNMÖBLIERT,"1110 Wien, 11. Bezirk, Simmering, Meidlgasse 41",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/ruhige-mietwohnung-schloss-neugebaeude-barrierefrei-unmoebliert-1769667348/,,56.0,2.0,750.0
COMING SOON!!! Top moderne Neubauwohnung HOFSEITIG MIT EIGENGARTEN in U4-Nähe!!!,"1050 Wien, 05. Bezirk, Margareten",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/coming-soon-top-moderne-neubauwohnung-hofseitig-mit-eigengarten-in-u4-naehe-2105067914/,"Terrasse, Loggia, Garten",41.0,2.0,1030.0
Helle 5 - Zimmer Wohnung in zentraler Lage - Schönbrunner Straße - Margaretenplatz!,"1050 Wien, 05. Bezirk, Margareten",Mildner Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/helle-5-zimmer-wohnung-in-zentraler-lage-schoenbrunner-strasse-margaretenplatz-1340121890/,,144.0,5.0,2100.0
Gemeindewohnung Direktvergabe Vormerkschein vor 30.09.2024,"1100 Wien, 10. Bezirk, Favoriten",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/gemeindewohnung-direktvergabe-vormerkschein-vor-30-09-2024-1195305098/,,43.0,2.0,457.0
Geräumige Dachgeschoßmaisonette am Wielandplatz,"1100 Wien, 10. Bezirk, Favoriten",RE/MAX Solutions Probszt Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/geraeumige-dachgeschossmaisonette-am-wielandplatz-2044785887/,"Terrasse, Balkon",103.0,4.0,1639.77
PREISREDUKTION! 3-Zimmer Wohnung am Wielandplatz,"1100 Wien, 10. Bezirk, Favoriten",RE/MAX Solutions Probszt Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/preisreduktion-3-zimmer-wohnung-am-wielandplatz-1354963680/,"Balkon, Loggia",72.0,3.0,1156.8
"4. OG!! Neubauwohnung mit 10,23m² großer Loggia","1210 Wien, 21. Bezirk, Floridsdorf",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/4-og-neubauwohnung-mit-10-23m-grosser-loggia-2008097136/,"Loggia, Garten",50.0,2.0,899.54
"3-Zimmer-Neubauwohnung im Dachgeschoß mit 10,71m² großer Außenfläche","1210 Wien, 21. Bezirk, Floridsdorf",Hubner Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/3-zimmer-neubauwohnung-im-dachgeschoss-mit-10-71m-grosser-aussenflaeche-1263184297/,"Terrasse, Balkon, Garten",76.0,3.0,1295.0
SOZIALBAU Wohnung!! Nur für SOZIALBAU AG! Berechtigte!!,"1120 Wien, 12. Bezirk, Meidling, Hetzensdorfer Straße, 50/5",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/sozialbau-wohnung-nur-fuer-sozialbau-ag-berechtigte-1780130096/,Balkon,50.0,2.0,553.0
PAUL&INA ● Top 1.29,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 104",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/paul-ina-top-1-29-1406775951/,Loggia,60.0,3.0,1080.0
PAUL&INA ● Top 2.08,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 104",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/paul-ina-top-2-08-1259975022/,"Balkon, Loggia",66.0,3.0,1270.0
PAUL&INA ● Top 1.24,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 104",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/paul-ina-top-1-24-881161917/,Loggia,65.0,3.0,1120.0
PAUL&INA ● Top 2.22,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 104",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/paul-ina-top-2-22-1942271981/,"Balkon, Loggia",66.0,3.0,1290.0
PAUL&INA ● Top 1.21,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 104",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/paul-ina-top-1-21-833350022/,Loggia,60.0,3.0,1080.0
PAUL&INA ● Erstbezug ● Top 1.18,"1140 Wien, 14. Bezirk, Penzing, Linzer Straße 104",Kallco Development GmbH & Co KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/paul-ina-erstbezug-top-1-18-1520345407/,"Balkon, Loggia",69.0,3.0,1270.0
WOHNEN DIREKT AM PARK,"1100 Wien, 10. Bezirk, Favoriten, Sissy-Löwinger-Weg 7",KALLINGER PROJEKTE,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/wohnen-direkt-am-park-1741775996/,Balkon,53.0,2.0,1063.98
PRACHTVOLLE INNENSTADT-ALTBAUWOHNUNG,"1010 Wien, 01. Bezirk, Innere Stadt",Dr. Alexandra Gabriel Realitätenvermittlungs GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/prachtvolle-innenstadt-altbauwohnung-1433947972/,,197.0,4.0,4995.0
Charmantes 1-Zimmer-Apartment direkt an der U3 - Perfekte Lage für Stadtliebhaber!,"1160 Wien, 16. Bezirk, Ottakring",Fecta Management GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/charmantes-1-zimmer-apartment-direkt-an-der-u3-perfekte-lage-fuer-stadtliebhaber-1543408297/,,1.0,,569.24
Benjowskigasse 44+46,"1220 Wien, 22. Bezirk, Donaustadt",Raum Real Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/benjowskigasse-44-46-1854034673/,,,,
"Frisch renoviert mit Charme! 2-Zimmer- Wohnung im 3.Bezirk, neue Böden, neue Stromleitungen, neue Wandfarbe! Mietpreis inklusive Heizung und Warmwasser (Fotos = vor der Renovierung)","1030 Wien, 03. Bezirk, Landstraße",Immoexpress KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/frisch-renoviert-mit-charme-2-zimmer-wohnung-im-3-bezirk-neue-boeden-neue-stromleitungen-neue-wandfarbe-mietpreis-inklusive-heizung-und-warmwasser-fotos-vor-der-renovierung-1787150500/,,75.0,2.0,965.13
"(reserviert) 2 Zimmer Wohnung, 51m2, Grün Ruhelage 1160 Wien","1160 Wien, 16. Bezirk, Ottakring, Landsteinergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/2-zimmer-wohnung-51m2-gruen-ruhelage-1160-wien-1907796667/,,51.0,2.0,
Traumhaft sanierte Altbauwohnung,"1010 Wien, 01. Bezirk, Innere Stadt, Predigergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/traumhaft-sanierte-altbauwohnung-2084536837/,,142.0,4.0,3093.75
PRIVAT - 2 Zimmer Wohnung,"1120 Wien, 12. Bezirk, Meidling, Wilhelmstraße 3",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/privat-2-zimmer-wohnung-1246546619/,,66.0,2.0,850.0
"Gemeinde Wohnung VMD 31,10,2024","1170 Wien, 17. Bezirk, Hernals, Gräffergasse 5/3/15",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/gemeinde-wohnung-vmd-31-10-2024-1423456187/,,42.0,2.0,420.46
Moderne Erdgeschosswohnung mit privatem Innenhof,"1160 Wien, 16. Bezirk, Ottakring",HESTIA ESTATE GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/moderne-erdgeschosswohnung-mit-privatem-innenhof-881539089/,Terrasse,55.0,2.0,990.13
WUNDERSCHÖNE 3-ZIMMER-TERRASSENWOHNUNG IN GRÜNRUHELAGE,"1190 Wien, 19. Bezirk, Döbling",Immobilien@Rabas,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/wunderschoene-3-zimmer-terrassenwohnung-in-gruenruhelage-875804882/,Terrasse,102.0,2.0,1600.0
*NUR SOZIALBAUMIETER* Renovierte 2-Zimmer Wohnung zu vergeben,"1210 Wien, 21. Bezirk, Floridsdorf, Leopoldauer Straße 68A",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-nur-sozialbaumieter-renovierte-2-zimmer-wohnung-zu-vergeben-1472979808/,,66.0,2.0,506.82
GEMEINDEWOHNUNG im idyllischen Grinzing *DIREKTVERGABE*,"1190 Wien, 19. Bezirk, Döbling, Springsiedelgasse 32",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/gemeindewohnung-im-idyllischen-grinzing-direktvergabe-1851283592/,,31.0,1.0,330.0
Neuer Parkettboden! Extra Raum mit Fenster für Küche (ohne Möblierung und Geräte) | U6 Dresdner Straße,"1200 Wien, 20. Bezirk, Brigittenau, Leithastraße 21",Tatjana Grinninger Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/neuer-parkettboden-extra-raum-mit-fenster-fuer-kueche-ohne-moeblierung-und-geraete-u6-dresdner-strasse-1610489919/,,54.0,2.0,825.0
4 Zimmer Wohnung mit 2 Bädern und 2 WC,"1100 Wien, 10. Bezirk, Favoriten, Inzersdorfer Straße",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/4-zimmer-wohnung-mit-2-baedern-und-2-wc-2030915307/,Loggia,100.0,4.0,1479.0
** EXKLUSIVE STADTWOHNUNG AM TIEFEN GRABEN - 1010 WIEN **,"1010 Wien, 01. Bezirk, Innere Stadt",Immo Dealer,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/-exklusive-stadtwohnung-am-tiefen-graben-1010-wien-1072025704/,,45.0,2.0,1790.0
Provisionsfrei: Schöner 93m² Stilaltbau mit Einbauküche und Balkon in Toplage - 1060 Wien,"1060 Wien, 06. Bezirk, Mariahilf",SITARZ & PARTNER IMMOBILIEN GMBH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/provisionsfrei-schoener-93m-stilaltbau-mit-einbaukueche-und-balkon-in-toplage-1060-wien-1644880784/,Balkon,93.0,2.0,1410.77
Gartenwohnung,"1220 Wien, 22. Bezirk, Donaustadt",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gartenwohnung-1687645233/,"Terrasse, Garten",49.0,2.0,859.0
"Entzückende möblierte, provisionsfreie DG-Wohnung in Hetzendorf sucht NachmieterIn!","1120 Wien, 12. Bezirk, Meidling, Marschallplatz",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/entzueckende-moeblierte-provisionsfreie-dg-wohnung-in-hetzendorf-sucht-nachmieterin-1395230310/,Balkon,59.0,2.0,990.0
Luxus-Penthouse in der Besten Lage von Wien mit Dachterrasse und Blick auf den Stephansdom!,"1010 Wien, 01. Bezirk, Innere Stadt",16EAST Real Estate GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/luxus-penthouse-in-der-besten-lage-von-wien-mit-dachterrasse-und-blick-auf-den-stephansdom-863847349/,"Terrasse, Dachterrasse",179.0,2.0,4755.55
"*-10 % Rabatt - nur für kurze Zeit * ALL-INCLUSIVE-LIVING * im HANS-Y - Pauschalmiete (inkl. Strom, Heizung, Internet, Pool, Gym, Spa & vieles mehr) + flexible Laufzeiten!","1030 Wien, 03. Bezirk, Landstraße, Kelsenstraße 5",All in Living GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/-10-rabatt-nur-fuer-kurze-zeit-all-inclusive-living-im-hans-y-pauschalmiete-inkl-strom-heizung-internet-pool-gym-spa-vieles-mehr-flexible-laufzeiten-1043352317/,,41.0,1.0,1331.0
Nachmieter für eine 2 Zimmer-Wohnung ab sofort gesucht!!!,"1220 Wien, 22. Bezirk, Donaustadt, Hirschstettnerstraße 61,1,59",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/nachmieter-fuer-eine-2-zimmer-wohnung-ab-sofort-gesucht-2020879630/,Balkon,47.0,2.0,749.0
(reserviert) Gemeindewohnung 1200 Wien-Direktvergabe,"1200 Wien, 20. Bezirk, Brigittenau, Stromstraße 14-16A",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/gemeindewohnung-1200-wien-direktvergabe-1959296997/,,55.0,2.0,
"(reserviert) zu vermieten in Wien 19 (Wohnung, Miete, Haus)","1190 Wien, 19. Bezirk, Döbling, Heiligenstädter Straße 76",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/zu-vermieten-in-wien-19-wohnung-miete-haus-1943265672/,,62.0,2.0,
TERRASSENMAISONETTE IN MODERNEM DESIGN - NÄHE NATIONALBANK-VOTIVKIRCH,"1090 Wien, 09. Bezirk, Alsergrund",Dr. Alexandra Gabriel Realitätenvermittlungs GesmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/terrassenmaisonette-in-modernem-design-naehe-nationalbank-votivkirch-1205240257/,"Terrasse, Wintergarten",198.0,4.0,4180.71
"Privat , elegant ruhige Grünlage Mietwohnung 1220Wien/ Pilotengasse","1220 Wien, 22. Bezirk, Donaustadt, Pilotengasse 118",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/privat-elegant-ruhige-gruenlage-mietwohnung-1220wien-pilotengasse-726113468/,Balkon,53.0,2.0,850.0
Möblierte 4-Zimmer Luxus-Wohnung im 1. Bezirk Wiens,"1010 Wien, 01. Bezirk, Innere Stadt",ImmoTrading GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/moeblierte-4-zimmer-luxus-wohnung-im-1-bezirk-wiens-1893317256/,,153.0,4.0,5415.75
21. OG | Traumhafte Aussicht über Wien | Provisionsfrei | Erstbezug | 2 Zimmer | Helio Tower,"1030 Wien, 03. Bezirk, Landstraße, Döblerhofstraße 10",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/21-og-traumhafte-aussicht-ueber-wien-provisionsfrei-erstbezug-2-zimmer-helio-tower-742777330/,Loggia,54.0,2.0,1260.0
*** STADTFEELING ***,"1070 Wien, 07. Bezirk, Neubau",Aurelium Real Estate GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/-stadtfeeling-931443174/,,75.0,,1490.0
DIREKT AM NASCHMARKT | Exklusives und komplett möbliertes Businessappartement auf Zeit,"1040 Wien, 04. Bezirk, Wieden",MY HOME IS MY HOME Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/direkt-am-naschmarkt-exklusives-und-komplett-moebliertes-businessappartement-auf-zeit-924291825/,,35.0,1.0,1350.0
Helle und schöne 4-Zimmer-Altbauwohnung / Nordbahnstraße,"1020 Wien, 02. Bezirk, Leopoldstadt",ISIDEX GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/helle-und-schoene-4-zimmer-altbauwohnung-nordbahnstrasse-2002878086/,,142.0,4.0,2000.0
2 Zimmer Wohnung in 3 Bezirk,"1030 Wien, 03. Bezirk, Landstraße, Eslarngasse 18",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/2-zimmer-wohnung-in-3-bezirk-1275201946/,,65.0,2.0,950.0
"Prachtvolle, sehr exklusive Terrassenwohnung mit Designerausstattung im Zentrum","1010 Wien, 01. Bezirk, Innere Stadt",Dimag Die Immobilienagentur GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/prachtvolle-sehr-exklusive-terrassenwohnung-mit-designerausstattung-im-zentrum-664539027/,"Terrasse, Dachterrasse",190.0,3.0,5990.0
Luxuriöses vollmöbliertes Terrassenstudio mit Grünblick in Ruhelage - All In Miete,"1180 Wien, 18. Bezirk, Währing",RE/MAX Solutions Probszt Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/luxurioeses-vollmoebliertes-terrassenstudio-mit-gruenblick-in-ruhelage-all-in-miete-482845262/,Terrasse,45.0,1.0,1450.0
4 Zimmer-ERSTBEZUG - VILLENLAGE,"1190 Wien, 19. Bezirk, Döbling",Immobilien REIMER,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/4-zimmer-erstbezug-villenlage-1257613472/,Loggia,121.0,4.0,2190.37
(reserviert) Direktvergabe Gemeindewohnung Botschaftsviertel!!,"1030 Wien, 03. Bezirk, Landstraße, Am Modenapark",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/direktvergabe-gemeindewohnung-botschaftsviertel-1838735550/,,30.0,1.0,
Exklusive Penthouse-Wohnung in bester Lage - Traumhafte Terrasse mit Blick auf den Stephansdom,"1010 Wien, 01. Bezirk, Innere Stadt",EP Immobilientreuhand,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/exklusive-penthouse-wohnung-in-bester-lage-traumhafte-terrasse-mit-blick-auf-den-stephansdom-1161798632/,Terrasse,480.0,7.0,24840.75
Wohnen im Erholungsgebiet Wienerberg 2 Zimmer,"1100 Wien, 10. Bezirk, Favoriten",EP Immobilientreuhand,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/wohnen-im-erholungsgebiet-wienerberg-2-zimmer-1805916937/,,53.0,2.0,808.7
nahe Augarten: luxuriöse Großwohnung - 7 Schlafzimmer / Klimaanlage,"1020 Wien, 02. Bezirk, Leopoldstadt, Taborstraße, Augarten, Karmelitermarkt",homefinding.at  Mag Janauer & Göllner GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/nahe-augarten-luxurioese-grosswohnung-7-schlafzimmer-klimaanlage-1229824474/,Balkon,262.0,8.0,4970.8
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 72","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189600/,Balkon,74.0,3.0,1435.61
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189540/,Balkon,60.0,2.0,938.49
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Edith Kramer Weg 11","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189565/,"Balkon, Loggia",67.0,2.0,1066.88
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189562/,Terrasse,93.0,3.0,1406.3
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 70","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189560/,Loggia,63.0,2.0,1001.59
"Leo am Teich - jetzt mieten, später kaufen","1220 Wien, 22. Bezirk, Donaustadt, Ziegelhofstraße 72","BWS Gemeinnützige allgemeine Bau-, Wohn- und Siedlungsgenossenschaft regGenmbH",willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/leo-am-teich-jetzt-mieten-spaeter-kaufen-768189548/,Loggia,55.0,2.0,1074.66
360° TOUR // GASOMETERCITY- LOFT-WOHNUNG,"1030 Wien, 03. Bezirk, Landstraße",KALANDRA Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/360-tour-gasometercity-loft-wohnung-1367563286/,,75.0,2.0,1450.5
RUHIGE RENOVIERTE 3 ZIMMERWOHNUNG IM DENKMALGESCHÜTZTEN STILALTBAU,"1010 Wien, 01. Bezirk, Innere Stadt",RT IMMOBILIEN Buchwieser & Kofler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/ruhige-renovierte-3-zimmerwohnung-im-denkmalgeschuetzten-stilaltbau-840670993/,,78.0,3.0,2315.78
4 Zimmer Dachgeschoss - Maisonette Wohnung nähe Wien Meidling; teilmöbliert,"1120 Wien, 12. Bezirk, Meidling",Mercato Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/4-zimmer-dachgeschoss-maisonette-wohnung-naehe-wien-meidling-teilmoebliert-1605317513/,"Terrasse, Dachterrasse",105.0,4.0,1987.29
***Naehe U1 Keplerplatz: gut geschnittene DG-Wohung+West-Terrasse***,"1100 Wien, 10. Bezirk, Favoriten",Dr. Vospernik Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/-naehe-u1-keplerplatz-gut-geschnittene-dg-wohung-west-terrasse-1642784104/,"Terrasse, Dachterrasse",84.0,3.0,1314.6
Helle und ruhige Zweizimmerwohnung mit Loggia,"1190 Wien, 19. Bezirk, Döbling",J. u. E. Wild Immobilientreuhänder GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/helle-und-ruhige-zweizimmerwohnung-mit-loggia-1676737842/,Loggia,54.0,2.0,1039.31
Dachgeschoss-Maisonette mit Terrasse im Herzen von Wien zu vermieten,"1010 Wien, 01. Bezirk, Innere Stadt, Riemergasse 11",Dr. K. u. S. Grigkar Immobilien verwaltungsgesellschaft m.b.H.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/dachgeschoss-maisonette-mit-terrasse-im-herzen-von-wien-zu-vermieten-1703148319/,,135.0,,2459.68
"360° TOUR // KLASSISCHE ALTBAUWOHNUNG im PRATERCOTTAGE // CLASSIC STYLE APARTMENT in ""PRATER COTTAGE AREA""","1020 Wien, 02. Bezirk, Leopoldstadt",KALANDRA Immobilien,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/360-tour-klassische-altbauwohnung-im-pratercottage-classic-style-apartment-in-prater-cottage-area-1334750878/,Wintergarten,206.0,5.0,3245.0
Sonnige Dachterrassenmaisonette privat zu vermieten,"1010 Wien, 01. Bezirk, Innere Stadt",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/sonnige-dachterrassenmaisonette-privat-zu-vermieten-843143884/,,162.0,,4400.0
Spacious room in sunny 3 bedroom luxury apartment,"1060 Wien, 06. Bezirk, Mariahilf, Brückengasse 10-12/2/2",Friends in Flats GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/spacious-room-in-sunny-3-bedroom-luxury-apartment-1812269312/,,44.0,,950.0
Exklusive 4-Zimmer-Wohnung zur Miete in der Residenz-Brunnenmarkt,"1160 Wien, 16. Bezirk, Ottakring",Wohnkader GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/exklusive-4-zimmer-wohnung-zur-miete-in-der-residenz-brunnenmarkt-1373671565/,,147.0,4.0,2904.46
Spacious room in sunny 3 bedroom luxury apartment,"1060 Wien, 06. Bezirk, Mariahilf, Brückengasse 10-12/2/2",Friends in Flats GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/spacious-room-in-sunny-3-bedroom-luxury-apartment-1259912610/,,36.0,,825.0
Spacious room in sunny 3 bedroom luxury apartment,"1060 Wien, 06. Bezirk, Mariahilf, Brückengasse 10-12/2/2",Friends in Flats GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/spacious-room-in-sunny-3-bedroom-luxury-apartment-1836560118/,,36.0,,825.0
Klein - fein und mein! Schöne 1-Zimmer-Wohnung in Neudwaldegg.,"1170 Wien, 17. Bezirk, Hernals, Dornbacherstraße 133-135",IMV Makler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/klein-fein-und-mein-schoene-1-zimmer-wohnung-in-neudwaldegg-1123630596/,,44.0,1.0,691.3
1-Zimmerwohnung im 19. Bezirk,"1190 Wien, 19. Bezirk, Döbling",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/1-zimmerwohnung-im-19-bezirk-2121048002/,,30.0,1.0,750.0
